2017-08-11 19:23:57,060 [Worker-4] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleXMLAnnotation\src\test\resources
2017-08-11 19:25:41,315 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:25:41,330 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-08-11 19:25:41,338 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:25:41,374 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\AspectSample\src\test\resources
2017-08-11 19:25:41,417 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:25:41,514 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleMVC\src\main\resources
2017-08-11 19:25:41,518 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:25:41,526 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleMVC\src\test\resources
2017-08-11 19:25:41,541 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:25:41,585 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-08-11 19:25:41,587 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:25:41,606 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleORM\src\test\resources
2017-08-11 19:26:10,342 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,350 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-08-11 19:26:10,351 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,358 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\AspectSample\src\test\resources
2017-08-11 19:26:10,382 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,393 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSample\src\main\resources
2017-08-11 19:26:10,394 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,404 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSample\src\test\resources
2017-08-11 19:26:10,412 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,425 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleMVC\src\main\resources
2017-08-11 19:26:10,426 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,431 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleMVC\src\test\resources
2017-08-11 19:26:10,443 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,462 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-08-11 19:26:10,467 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,475 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleORM\src\test\resources
2017-08-11 19:26:10,516 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,525 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-08-11 19:26:10,526 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,533 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleXML\src\test\resources
2017-08-11 19:26:10,569 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,586 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-08-11 19:26:10,587 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:10,595 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleXMLAnnotation\src\test\resources
2017-08-11 19:26:50,664 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:50,709 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-08-11 19:26:50,721 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:26:50,730 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\AspectSample\src\test\resources
2017-08-11 19:34:26,078 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:34:26,092 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-08-11 19:34:26,096 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 19:34:26,103 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleXML\src\test\resources
2017-08-11 21:18:58,218 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 21:18:58,228 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-08-11 21:18:58,231 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 21:18:58,238 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleXML\src\test\resources
2017-08-11 21:19:23,490 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 21:19:23,521 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-08-11 21:19:23,524 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-08-11 21:19:23,537 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\my_git_repos\1707_july05_java\David_Vollmar_Hibernate\workspace\.recommenders\SpringSampleXML\src\test\resources
